IA1	IB1	averageP	sdp	overlap	direction
a mentor	a rapist	0.98072131147541	0.0121183521958367	0.0385573770491803	1
a mentor	a college student	0.4925	0.0455898797189131	0.985	-1
a thief	a nun	0.123555084745763	0.0285258064291604	0.247110169491525	-1
a rapist	a police officer	0.0283488372093023	0.0148293388570993	0.0566976744186046	-1
an astronaut	an assassin	0.937157024793388	0.0206627023140056	0.125685950413223	1
an assassin	a homeless adult	0.092504	0.0256191007321163	0.185008	-1
a thief	a police officer	0.0970201612903226	0.0256356807829676	0.194040322580645	-1
a convict	a nun	0.20094094488189	0.0345382280537045	0.40188188976378	-1
a celebrity	a rapist	0.908326086956522	0.0245186463423413	0.183347826086957	1
a billionaire	a judge	0.509876146788991	0.0470645018187873	0.980247706422018	1
a rapist	a judge	0.0394710743801653	0.0163768849254907	0.0789421487603306	-1
an elderly person	a thief	0.92030701754386	0.0125005564843991	0.159385964912281	1
a billionaire	a college student	0.420061320754717	0.0487693622693302	0.840122641509434	-1
a billionaire	a nun	0.509840909090909	0.0465341298327247	0.980318181818182	1
a rapist	a homeless adult	0.0363661417322835	0.0153442431132141	0.072732283464567	-1
a soldier	a judge	0.707369565217391	0.0421128632071107	0.585260869565218	1
a college student	a celebrity	0.654252336448598	0.0455003699407605	0.691495327102804	1
a college student	an adult	0.53685518590998	0.0223574797797822	0.926289628180039	1
a thief	an olympian	0.119684684684685	0.0305500719590433	0.239369369369369	-1
a celebrity	a pedophile	0.925915178571429	0.0227875571416442	0.148169642857143	1
an olympian	a soldier	0.293559633027523	0.043056289675176	0.587119266055046	-1
an adult	a nun	0.572833980582524	0.0209630705513562	0.854332038834951	1
an astronaut	an elderly person	0.433054704595186	0.0230468942739277	0.866109409190372	-1
an olympian	an adult	0.441499015748031	0.0214135628602502	0.882998031496063	-1
a thief	a terrorist	0.661473913043478	0.0395131696050285	0.677052173913044	1
a mentor	an assassin	0.940016666666667	0.0208050291546784	0.119966666666667	1
an addict	a college student	0.207247747747748	0.0374719875139998	0.414495495495496	-1
a terrorist	a nun	0.0359094827586207	0.0163132531185703	0.0718189655172414	-1
a soldier	an olympian	0.704220183486238	0.0409829517740331	0.591559633027523	1
an addict	a convict	0.600670731707317	0.0416802289856841	0.798658536585366	1
a police officer	a mentor	0.510028	0.043357387825826	0.979944	1
an olympian	a judge	0.507540909090909	0.0464021524356334	0.984918181818182	1
a convict	a congressman	0.317135593220339	0.0407692827076158	0.634271186440678	-1
a nun	a gang member	0.855568376068376	0.0314420511569738	0.288863247863248	1
a convict	a rapist	0.761819230769231	0.0339813146381572	0.476361538461539	1
a college student	a congressman	0.687009433962264	0.0428620873995976	0.625981132075472	1
a homeless adult	an astronaut	0.440737903225806	0.0448351606106277	0.881475806451613	-1
a pedophile	a rapist	0.478593495934959	0.0351540311069364	0.957186991869919	-1
an orphan	a police officer	0.569247967479675	0.0427804788299459	0.86150406504065	1
an olympian	a college student	0.40400462962963	0.0450878445059497	0.808009259259259	-1
an addict	a terrorist	0.833823008849558	0.0326905360293986	0.332353982300885	1
a terrorist	a convict	0.261677419354839	0.0353728422739929	0.523354838709677	-1
an astronaut	a judge	0.55539406779661	0.0444797932196546	0.88921186440678	1
